product-name,product-type,price,ref,marca,val-points,val-quantity,stock,product-sending-value,date,NoFrost,SistemaAntibacterias,Refrigeración,Enfriamientorápido,Númerodepuertas,TemperaturaAmbienteMínima,TemperaturaAmbienteMáxima,Capacidaddecongelación,Tipodeinstalación,CapacidadTotalNeta,CapacidadTotalBruta,BandejasenCongelador,Cajones/Cestas,CapacidadCongelador,PotenciadeDescongelación,Hieleras/Cubiteras,Iluminación,Apertura,Color/material,Tirador,RuedasTraseras,PuertaReversible,PatasRegulables,Alimentación,EficienciaNueva,Potencia,ConsumoAnualdeEnergía,Autonomíaencasodecorteeléctrico(Horas),ClaseClimática,Ruido,EficienciaSonora,ClasificaciónporEstrellas,Alturaexacta,Anchuraexacta,Peso,Profundidad,LongituddelCable,Altura,Anchura,ControlDigitalExterno,DisplayDigital,PosicióndelosControles,ReguladordeTemperatura,Pantalla,Garantía,Hercios,BaldasenRefrigerador,Botellero,Capacidadfrigorífico,BandejasAjustablesenFrigorífico,FreshBox,SuperFrost,ZeroBox,Multizone,Panelable,BalconesenlaPuerta,AlarmaVisual,Intensidad,Alarma,Otrainformación,Conectividad,CompartimentoCubiertoparaLácteos,DispensadorAgua,DispensadorHielo,VitaCareBox,FuzzyLogic,IonClean,BloqueoparaNiños,AdmisióndeAgua,Cámara,ModoVacaciones,Motores,MotorExtrasilencioso,ModoECO,TipodeBotellero,BandejasextraíblesEasyAccess,Posición,BigBoxCongelador,Indicadordepuertacongeladorabierta,ControlExterno,Huevera,Ventanaconvisibilidadinterior,BigBox,VarioZone,VitaFresh,VarioShelf,ExtraCold,FullSkinCondenser,EficienciaAntigua,InformaciónAdicional,AlturaMáximadeEncastre,ExtraFresh,ExtraFreshComfort,---,JuntasAntibacterias,DiseñodelaSerie,TrituradordeHielo,DoorCooling,WineStorage,Potenciadeaudio,Supercongelación,Cajones,Ruido(Decibelios),VitControl,NeoFrostDualCooling,PosicióndelasPuertas,NºBotelleros,FreshFood,IluminaciónInterior,LinearCooling,Controles,MotorInverter/Blindado,Frecuencia,Serie,IluminaciónLED,DiseñodelTirador,Voltaje(V),SistemadepurificacióndeairePureNFresh,UltraFreshCrisper,HyperFreeze,FoodCareZone,LongituddelManguitodeentrada,SmartDiagnosis,TecnologíaInverter,Certificacionesdehomologación,LongituddelManguitodeSalida
BOSCH KGN39AWEP Blanco - Frigorífico Combi NoFrost,frigorificos," 916,49 €",200517663,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,NULL,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Externo,NULL,Sí,NULL,230V,E,100 W,238 Kwh/Año,13 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",39 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,77 Kilogramos,66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,Pantalla,NULL,Externos,Digital,Sí,3 Años,50 Hz,5 Baldas,NULL,279 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,No,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Sí,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,Control táctil,Sí,No,No,No,Sí,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FAB10RBL5 Negro - Nevera Una Puerta Cíclico,frigorificos," 930,94 €",770929882,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Estático,NULL,1 Puertas,NULL,NULL,3 Kg/24H,Libre,122 Litros,NULL,NULL,1 Cajoneras,17 Litros,NULL,NULL,LED,A Derechas,Negro,Externo,NULL,NULL,NULL,230V,E,NULL,142 Kwh/Año,9 Autonomía,"SN, N, ST, T",37 Decibelios,C,4 Estrellas,97 Centímetros,55 Centímetros,41 Kilogramos,66 Centímetros,2 Metros,50 a 100 cm,55 a 60 cm,No,No,Internos,Mecánico,NULL,3 Años,50 Hz,2 Baldas,NULL,105 Litros,1 bandejas,NULL,NULL,NULL,NULL,No,3 Balcones,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KVN39IGEC Gris - Frigorífico Combi NoFrost,frigorificos," 1.074,99 €",200523392,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,NULL,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Gris,Integrado,NULL,Sí,NULL,230V,E,100 W,238 Kwh/Año,12 Autonomía,SubtropicalTempladoTemplado ampliadotropical,39 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,72 Kilogramos, 66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,No,NULL,Internos,Digital,No,3 Años,50 Hz,5 Baldas,NULL,279 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,1 Motores,No ,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,NULL,Sí,No,No,No,Sí,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN36XWDP Blanco - Frigorífico Combi NoFrost,frigorificos," 867,49 €",200519543,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,NULL,3 Bandejas,3 Cajoneras, 89 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Externo,NULL,Sí,NULL,230V,D,100 W,191 Kwh/Año,13 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",36 Decibelios,C,4 Estrellas,186 Centímetros,60 Centímetros,75 Kilogramos,66 Centímetros,2 Metros,181 a 190,55 a 60 cm,Pantalla,NULL,Externos,Digital,No,3 Años,50 Hz,4 Baldas,NULL,237 Litros,2 bandejas,NULL,Sí,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,1 Motores,Sí,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,Control táctil,Sí,No,No,No,Sí,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FA8005RPO5 CREMA - Frigorífico Combi No Frost ,frigorificos," 2.685,26 €",770929745,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,8 Kg/24H,Libre,481 Litros ,NULL,3 Bandejas,3 Cajoneras,137 Litros,NULL,NULL,LED,A Derechas,Crema,Externo,NULL,NULL,NULL,230V,E,127 W,285 Kwh/Año,14 Autonomía,"SN, N, ST, T",41 Decibelios,C,4 Estrellas,196 Centímetros,70 Centímetros,132 Kilogramos,75 Centímetros,2 Metros,191 a 199 cm,71 a 75 cm,No,NULL,Internos,Digital,NULL,3 Años,50 Hz,5 Baldas,NULL,344 Litros,3 bandejas,NULL,NULL,NULL,NULL,NULL,4 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vintage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ROMMER FM251 INOX - Frigorífico Combi 60CM,frigorificos," 293,25 €",698435181,ROMMER," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Estático,NULL,2 Puertas,NULL,NULL,2 Kg/24H,Libre,0 Litros,213,NULL,1 Cajoneras,42 Litros,NULL,NULL,LED,A Derechas,Inox,Integrado,NULL,NULL,NULL,230V,F,NULL,222 Kwh/Año,NULL,N,41 Decibelios,C,3 Estrellas,148 Centímetros,58 Centímetros,45 Kilogramos,60 Centímetros,NULL,101 a 160 cm,55 a 60 cm,NULL,NULL,Internos,NULL,No,3 Años,50 Hz,3 Baldas,No,171 Litros,NULL,NULL,NULL,NULL,NULL,NULL,3 Balcones,No,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Derecha,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3FAF494XE INOX - Frigorífico Americano NoFrost,frigorificos," 1.925,99 €",200629312,BALAY," 0,00",(0),NULL,"78,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,11 Kg/24H,Libre,562 Litros,NULL,5 Bandejas,2 Cajoneras,191 Litros,NULL,NULL,LED,NULL,Inox,Externo,NULL,No,NULL,230V,F,240 W,404 Kwh/Año,3 Autonomía,NULL,42 Decibelios,D,4 Estrellas,179 Centímetros,91 Centímetros,111 Kilogramos,71 Centímetros,2 Metros,176 a 180 cm,Mayor de 90 cm,Pantalla,Sí,Externos,Digital,Sí,3 Años,50 Hz,5 Baldas,NULL,371 Litros,NULL,NULL,Sí,NULL,NULL,No,8 Balcones,Sí,10 Amperios,Sí,NULL,NULL,NULL,Sí,Sí,NULL,NULL,NULL,NULL,Tanque de Agua,NULL,NULL,1 Motores,No,NULL,NULL,NULL,Izquierda,No,Sí,Control táctil,Sí,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Side by Side,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG LSR100 INOX - Frigorífico Side by Side NoFrost,frigorificos," 4.936,49 €",103157441,LG," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,Sí,No Frost,Sí,4 Puertas,NULL,NULL,8 Kg/24H,Libre,643 Litros,NULL,6 Bandejas,6 Cajoneras,256 Litros,NULL,NULL,LED,NULL,Inox,Integrado,NULL,NULL,NULL,230V,F,NULL,454 Kwh/Año,16 Autonomía,N-T,41 Decibelios,C,4 Estrellas,178 Centímetros,91 Centímetros,NULL,75 Centímetros,NULL,NULL,NULL,Botones,NULL,NULL,Digital,NULL,3 Años,NULL,3 Baldas,No,387 Litros,NULL,NULL,NULL,NULL,NULL,No,6 Balcones,NULL,NULL,Sí,Instaview Door In Door,Sí,NULL,Sí,Sí,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,Control táctil,0 Huevera,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Acero,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Side by Side,NULL,NULL,NULL,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ariston Hotpoint ENXTM18322XF1 - Frigorífico Dos Puertas,frigorificos," 765,49 €",014760874,ARISTON HOTPOINT," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,5 Kg/24H,Libre,423 Litros,NULL,NULL,2 Cajoneras,103 Litros,NULL,NULL,LED,A Derechas,Inox,Integrado,NULL,NULL,Frontales,230V,F,NULL,320 Kwh/Año,15 Autonomía,templada extendida/ templada/subtropical/ tropical,41 Decibelios,C,4 Estrellas,180 Centímetros,70 Centímetros,76 Kilogramos,73 Centímetros,NULL,176 a 180 cm,66 a 70 cm,No,No,Internos,Mecánico,No,3 Años,50 Hz,4 Baldas,No,317 Litros,NULL,NULL,NULL,NULL,NULL,No,NULL,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FAB32LBL5 Negro - Frigorífico Combi NoFrost,frigorificos," 1.947,44 €",770929802,SMEG," 5,00",(1),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,6 Kg/24H,Libre,331 Litros,NULL,3 Bandejas,2 Cajoneras,97 Litros,NULL,NULL,LED,A Izquierdas,Negro,Externo,NULL,No,NULL,230V,D,127 W,204 Kwh/Año,40 Autonomía,"SN, N,ST,T",37 Decibelios,C,4 Estrellas,197 Centímetros,60 Centímetros,117 Kilogramos,73 Centímetros,2 Metros,191 a 199 cm,61 a 65 cm,No,Sí,Internos,Digital,No,3 Años,50 Hz,3 Baldas,No,234 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,2 Balcones,Sí,NULL,Sí,NULL,No,NULL,No,No,NULL,NULL,NULL,NULL,No,NULL,Sí,NULL,Sí,Sí,NULL,NULL,Abajo,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vintage,No,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3KME592XI INOX - Frigorífico Combi NoFrost,frigorificos," 1.924,49 €",200630390,BALAY," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,4 Puertas,NULL,NULL,NULL,Libre,605 Litros,NULL,6 Bandejas,2 Cajoneras,200 Litros,NULL,NULL,LED,NULL,Inox,Integrado,NULL,NULL,NULL,230V,E,NULL,333 Kwh/Año,15 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",38 Decibelios,C,4 Estrellas,183 Centímetros,91 Centímetros,118 Kilogramos,73 Centímetros,2 Metros,181 a 190,Mayor de 90 cm,No,Sí,Internos,Digital,NULL,3 Años,50 Hz,3 Baldas,NULL,405 Litros,2 bandejas,NULL,Sí,NULL,NULL,No,5 Balcones,Sí,10 Amperios,Sí,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1 Motores,No,No,NULL,No,Abajo,Sí,NULL,NULL,Sí,NULL,NULL,No,NULL,No,NULL,NULL,NULL,NULL,NULL,Sí,No,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,French Door,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN33NLEA INOX - Frigorífico Combi NoFrost,frigorificos," 618,49 €",200518861,BOSCH," 5,00",(1),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,No,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,NULL,3 Bandejas,1 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Integrado,NULL,Sí,NULL,230V,E,100 W,237 Kwh/Año,12 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",42 Decibelios,D,4 Estrellas,176 Centímetros,60 Centímetros,59 Kilogramos,66 Centímetros,2 Metros,176 a 180 cm,55 a 60 cm,No,NULL,Internos,Digital,No,3 Años,50 Hz,3 Baldas,NULL,193 Litros,2 bandejas,NULL,Sí,NULL,NULL,No,3 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,1 Motores,No,Sí,NULL,No,Abajo,No,Sí,NULL,Sí,No,No,No,NULL,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GLM71MBCSF Inoxidable - Nevera Una Puerta NoFrost,frigorificos," 1.041,49 €",609153835,LG," 0,00",(0),NULL,"78,00 €",2023-04-24,Total,Sí,No Frost,Sí,1 Puertas,NULL,NULL,NULL,Libre,386 Litros,413,NULL,2 Cajoneras,NULL,NULL,NULL,LED,A Derechas,Inox,Externo,NULL,Sí,NULL,230V,D,NULL,97 Kwh/Año,NULL,T,37 Decibelios,C,NULL,186 Centímetros,60 Centímetros,75 Kilogramos,71 Centímetros,NULL,181 a 190,55 a 60 cm,Pantalla,Sí,Externos,Digital,Sí,3 Años,NULL,5 Baldas,Sí,386 Litros,NULL,NULL,NULL,NULL,NULL,No,5 Balcones,Sí,NULL,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Control táctil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Huevera Accesorios,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TEKA RBF 77360 FI Integrable - Frigorífico Combi No Frost,frigorificos," 959,99 €",477802407,TEKA," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,No Frost,NULL,2 Puertas,NULL,NULL,4 Kg/24H,Integrable,284 Litros,306,3 Bandejas,2 Cajoneras,69 Litros,NULL,NULL,LED,A Derechas,Blanco,NULL,NULL,Sí,Todas,230V,E,125 W,223 Kwh/Año,13 Autonomía,SN/T,37 Decibelios,C,4 Estrellas,194 Centímetros,54 Centímetros,NULL,55 Centímetros,NULL,191 a 199 cm,51 a 54 cm,No,Sí,Internos,Digital,NULL,3 Años,NULL,4 Baldas,Sí,215 Litros,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,Sí,NULL,NULL,Sí,cromado para 4 botellas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,(No incluye la puerta o el panel de integración),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1 Botellero,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FQ55FXDF INOX - Frigorífico Americano No Frost ,frigorificos," 1.783,88 €",770929327,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,4 Puertas,NULL,NULL,11 Kg/24H,Libre,539 Litros,NULL,2 Bandejas,2 Cajoneras,152 Litros,NULL,2 Hieleras,LED,NULL,Inox,Externo,NULL,NULL,NULL,230V,F,160 W,378 Kwh/Año,18 Autonomía,"SN, ST",35 Decibelios,B,4 Estrellas,183 Centímetros,84 Centímetros,115 Kilogramos,75 Centímetros,2 Metros,181 a 190,81 a 90 cm,Pantalla,Sí,Externos,Digital,Sí,3 Años,50 Hz,4 Baldas,No,387 Litros,3 bandejas,NULL,NULL,NULL,NULL,No,6 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Control táctil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Huevera Accesorios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KSV36AWEP Blanco - Nevera Una Puerta Cíclico,frigorificos," 875,49 €",200521612,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Cíclico,Sí,1 Puertas,NULL,NULL,NULL,Libre,346 Litros,NULL,NULL,2 Cajoneras,NULL,NULL,NULL,LED,A Izquierdas,Blanco,Externo,NULL,Sí,NULL,230V,E,NULL,116 Kwh/Año,NULL,SubtropicalTempladoTemplado ampliadotropical,39 Decibelios,C,NULL,186 Centímetros,60 Centímetros,69 Kilogramos,65 Centímetros,2 Metros,181 a 190,55 a 60 cm,No,NULL,Internos,Digital,NULL,3 Años,50 Hz,7 Baldas,NULL,346 Litros,4 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1 Motores,No,No,Rejilla auxiliar para 1 botella,Sí,NULL,NULL,NULL,NULL,Sí,NULL,No,No,Plus,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FAB28RBE5 Azul - Nevera Una Puerta Cíclico,frigorificos," 1.354,49 €",770929906,SMEG," 0,00",(0),NULL,"37,00 €",2023-04-24,NULL,NULL,Estático,NULL,1 Puertas,NULL,NULL,3 Kg/24H,Libre,270 Litros,NULL,NULL,2 Cajoneras,26 Litros,NULL,NULL,LED,A Derechas,Azul,Externo,NULL,NULL,NULL,230V,D,90 W,130 Kwh/Año,9 Autonomía,"SN, N, ST, T",35 Decibelios,B,4 Estrellas,153 Centímetros,60 Centímetros,74 Kilogramos,73 Centímetros,2 Metros,101 a 160 cm,61 a 65 cm,NULL,No,Internos,Mecánico,NULL,3 Años,50 Hz,3 Baldas,NULL,244 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,Vintage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN86VIEA INOX - Frigorífico Combi NoFrost,frigorificos," 1.482,49 €",200532105,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,479,2 Bandejas,4 Cajoneras,152 Litros,NULL,3 Hieleras,LED,A Derechas,Inox,Integrado,NULL,Sí,NULL,230V,E,100 W,307 Kwh/Año,17 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",40 Decibelios,C,4 Estrellas,186 Centímetros,86 Centímetros,108 Kilogramos,81 Centímetros ,2 Metros,181 a 190,81 a 90 cm,No,NULL,Internos,NULL,No,3 Años,50 Hz,3 Baldas,NULL,479 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Sí,1 Motores,No,Sí,Soporte para 3 botellas,Sí,Abajo,Sí,NULL,NULL,Sí,No,NULL,Sí,Plus, No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KVN39IHEA Verde - Frigorífico Combi NoFrost,frigorificos," 1.080,49 €",200523368,BOSCH," 0,00",(0),NULL,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,NULL,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Lima,Integrado,NULL,Sí,NULL,230V,E,100 W,238 Kwh/Año,12 Autonomía,SN-T,39 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,72 Kilogramos,66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,No,NULL,Internos,Digital,No,3 Años,50 Hz,5 Baldas,NULL,279 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,NULL,Sí,No,No,No,Sí,No,Sí ,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
